master_row_id,experiment_id,experiment_class,source_dir,flow_uid,timestamp,source_endpoint,destination_endpoint,protocol,connection_state,label,label_id,flow_duration,orig_bytes,resp_bytes,total_bytes,orig_packets,resp_packets,total_packets,bytes_per_packet,orig_bytes_ratio,orig_packets_ratio,bytes_asymmetry_ratio,missed_bytes,is_well_known_dst_port,is_registered_dst_port,is_dynamic_dst_port,is_src_private_ip,is_dst_private_ip,proto_is_tcp,proto_is_udp,proto_is_icmp,conn_state_is_SF,conn_state_is_S0,conn_state_is_REJ,conn_state_is_RSTO,history_len,history_has_syn,history_has_reset,has_dns_context,dns_query_len,dns_query_entropy,dns_subdomain_depth,dns_max_label_len,dns_numeric_ratio,dns_vowel_ratio,dns_qtype_is_A,dns_qtype_is_TXT,dns_qtype_is_NULL,dns_is_nxdomain,dns_answer_count,dns_rtt,has_quic_context,quic_sni_len,quic_sni_entropy,quic_dcid_len,has_weird_anomaly,weird_anomaly_count_flow,weird_is_bad_syn_ack,weird_is_bad_http,weird_notice_flag,has_ssl_context,ssl_sni_len,ssl_sni_entropy,ssl_is_outdated_version,ssl_is_self_signed,ssl_has_ja3_fingerprint,ssl_resumed_flag,win_src_flow_count_60s,win_src_flow_rate_10s,win_src_unique_dst_ips_60s,win_src_unique_dst_ports_60s,win_src_failed_conn_ratio_60s,win_src_s0_syn_ratio_60s,win_src_total_orig_bytes_300s,win_src_outbound_byte_rate_60s,win_src_dns_query_count_60s,win_src_dns_nxdomain_ratio_60s,win_src_dns_unique_domains_60s,win_src_weird_count_60s,win_dst_inbound_flow_rate_10s,win_dst_unique_sources_60s,win_dst_s0_syn_ratio_10s,win_dst_avg_bytes_per_flow_60s,win_pair_flow_count_300s,win_pair_delta_t_mean,win_pair_delta_t_std,win_pair_delta_t_cv,win_pair_orig_bytes_std,win_pair_total_orig_bytes_300s
126,exp_benign_periodic_007,BENIGN,data/experiments/BENIGN/exp_benign_periodic_007,CJfiI61xNpMkeVdGQ2,1788341430.436664,127.0.0.1:53104,127.0.0.1:8080,tcp,SF,BENIGN,0,0.000572,116.0,229.0,345.0,6.0,6.0,12.0,28.75,0.3353,0.4615,-0.3266,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,2.9,1.0,5.0,0.127,0.0,19474.0,324.5667,10.0,0.0,5.0,0.0,2.9,1.0,0.0,1087.2063,63.0,0.3555,0.0866,0.2436,573.3259,19474.0
127,exp_benign_periodic_007,BENIGN,data/experiments/BENIGN/exp_benign_periodic_007,CKuqQB3YyCmDdUdR95,1788341430.135519,127.0.0.1:53092,127.0.0.1:8080,tcp,SF,BENIGN,0,0.000946,116.0,229.0,345.0,6.0,6.0,12.0,28.75,0.3353,0.4615,-0.3266,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,2.9,1.0,5.0,0.129,0.0,19358.0,322.6333,10.0,0.0,5.0,0.0,2.9,1.0,0.0,1099.1774,62.0,0.3564,0.087,0.2442,577.402,19358.0
128,exp_benign_periodic_007,BENIGN,data/experiments/BENIGN/exp_benign_periodic_007,CCOxHFEPksKt9Tim3,1788341429.834377,127.0.0.1:53088,127.0.0.1:8080,tcp,SF,BENIGN,0,0.000897,116.0,229.0,345.0,6.0,6.0,12.0,28.75,0.3353,0.4615,-0.3266,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,2.9,1.0,5.0,0.1311,0.0,19242.0,320.7,10.0,0.0,5.0,0.0,2.9,1.0,0.0,1111.541,61.0,0.3573,0.0875,0.2447,581.5642,19242.0
129,exp_benign_periodic_007,BENIGN,data/experiments/BENIGN/exp_benign_periodic_007,CCKwun1mTlFaMDJ9Q5,1788341429.533312,127.0.0.1:53084,127.0.0.1:8080,tcp,SF,BENIGN,0,0.000675,125.0,7909.0,8034.0,6.0,6.0,12.0,669.5,0.0156,0.4615,-0.9688,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,2.9,1.0,5.0,0.1333,0.0,19126.0,318.7667,10.0,0.0,5.0,0.0,2.9,1.0,0.0,1124.3167,60.0,0.3583,0.0879,0.2453,585.8156,19126.0
130,exp_benign_periodic_007,BENIGN,data/experiments/BENIGN/exp_benign_periodic_007,Crart24lR0RYU9jk1,1788341428.93175,127.0.0.1:53058,127.0.0.1:8080,tcp,SF,BENIGN,0,0.000589,116.0,229.0,345.0,6.0,6.0,12.0,28.75,0.3353,0.4615,-0.3266,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,2.9,1.0,5.0,0.1379,0.0,18885.0,314.75,10.0,0.0,5.0,0.0,2.9,1.0,0.0,1018.6207,58.0,0.3603,0.0887,0.2463,594.6518,18885.0
131,exp_benign_periodic_007,BENIGN,data/experiments/BENIGN/exp_benign_periodic_007,CmobhpJJE8DHPWUp2,1788341428.329885,127.0.0.1:53036,127.0.0.1:8080,tcp,SF,BENIGN,0,0.0007,116.0,229.0,345.0,6.0,6.0,12.0,28.75,0.3353,0.4615,-0.3266,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,2.8,1.0,5.0,0.1429,0.0,18653.0,310.8833,10.0,0.0,5.0,0.0,2.8,1.0,0.0,1042.6786,56.0,0.3625,0.0896,0.2472,603.8333,18653.0
132,exp_benign_periodic_007,BENIGN,data/experiments/BENIGN/exp_benign_periodic_007,C0VLql2VejMMO4kpXc,1788341427.577972,127.0.0.1:41068,127.0.0.1:9090,tcp,SF,BENIGN,0,0.000192,20.0,44.0,64.0,5.0,5.0,10.0,6.4,0.3077,0.4545,-0.3692,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,2.7,1.0,5.0,0.1509,0.0,18497.0,308.2833,10.0,0.0,5.0,0.0,2.7,1.0,0.0,1092.7736,53.0,0.3689,0.0879,0.2383,616.7753,18497.0
133,exp_benign_periodic_007,BENIGN,data/experiments/BENIGN/exp_benign_periodic_007,C9tFaBXmi2OmLp0qh,1788341427.32746,127.0.0.1:41054,127.0.0.1:9090,tcp,SF,BENIGN,0,0.000198,20.0,44.0,64.0,5.0,5.0,10.0,6.4,0.3077,0.4545,-0.3692,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,2.7,1.0,5.0,0.1538,0.0,18477.0,307.95,10.0,0.0,5.0,0.0,2.7,1.0,0.0,1112.5577,52.0,0.3713,0.0872,0.2348,620.9717,18477.0
134,exp_benign_periodic_007,BENIGN,data/experiments/BENIGN/exp_benign_periodic_007,CICyoq3So7yARkWGUe,1788341427.076353,127.0.0.1:41038,127.0.0.1:9090,tcp,SF,BENIGN,0,0.000865,20.0,44.0,64.0,5.0,5.0,10.0,6.4,0.3077,0.4545,-0.3692,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,2.6,1.0,5.0,0.1569,0.0,18457.0,307.6167,10.0,0.0,5.0,0.0,2.6,1.0,0.0,1133.1176,51.0,0.3737,0.0863,0.2311,625.2349,18457.0
135,exp_benign_periodic_007,BENIGN,data/experiments/BENIGN/exp_benign_periodic_007,C4V8Bq1bU8pe12te0k,1788341426.825708,127.0.0.1:41026,127.0.0.1:9090,tcp,SF,BENIGN,0,0.000163,20.0,44.0,64.0,5.0,5.0,10.0,6.4,0.3077,0.4545,-0.3692,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.6,1.0,5.0,0.16,0.0,18437.0,307.2833,10.0,0.0,5.0,0.0,2.6,1.0,0.0,1154.5,50.0,0.3762,0.0854,0.227,629.5652,18437.0
136,exp_benign_periodic_007,BENIGN,data/experiments/BENIGN/exp_benign_periodic_007,C1BNw11f0USQ6FtxZ3,1788341426.574904,127.0.0.1:41024,127.0.0.1:9090,tcp,SF,BENIGN,0,0.000407,20.0,44.0,64.0,5.0,5.0,10.0,6.4,0.3077,0.4545,-0.3692,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,2.5,1.0,5.0,0.1633,0.0,18417.0,306.95,10.0,0.0,5.0,0.0,2.5,1.0,0.0,1176.7551,49.0,0.3788,0.0843,0.2226,633.9625,18417.0
137,exp_benign_periodic_007,BENIGN,data/experiments/BENIGN/exp_benign_periodic_007,C740LFr5nRzya5CT,1788341426.324395,127.0.0.1:41010,127.0.0.1:9090,tcp,SF,BENIGN,0,0.000238,20.0,44.0,64.0,5.0,5.0,10.0,6.4,0.3077,0.4545,-0.3692,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,2.5,1.0,5.0,0.1667,0.0,18397.0,306.6167,10.0,0.0,5.0,0.0,2.5,1.0,0.0,1199.9375,48.0,0.3815,0.0831,0.2178,638.4265,18397.0
138,exp_benign_periodic_007,BENIGN,data/experiments/BENIGN/exp_benign_periodic_007,C6lXMO3YBsJf20AJA,1788341429.232535,127.0.0.1:53070,127.0.0.1:8080,tcp,SF,BENIGN,0,0.000556,116.0,229.0,345.0,6.0,6.0,12.0,28.75,0.3353,0.4615,-0.3266,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,2.9,1.0,5.0,0.1356,0.0,19001.0,316.6833,10.0,0.0,5.0,0.0,2.9,1.0,0.0,1007.2034,59.0,0.3593,0.0883,0.2458,590.2113,19001.0
139,exp_benign_periodic_007,BENIGN,data/experiments/BENIGN/exp_benign_periodic_007,CaMiMM2t5G6afh9mje,1788341426.073978,127.0.0.1:41002,127.0.0.1:9090,tcp,SF,BENIGN,0,0.000173,20.0,44.0,64.0,5.0,5.0,10.0,6.4,0.3077,0.4545,-0.3692,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,2.4,1.0,5.0,0.1702,0.0,18377.0,306.2833,10.0,0.0,5.0,0.0,2.4,1.0,0.0,1224.1064,47.0,0.3844,0.0817,0.2125,642.9564,18377.0
140,exp_benign_periodic_007,BENIGN,data/experiments/BENIGN/exp_benign_periodic_007,CEJCflf2sAzQAb798,1788341425.823486,127.0.0.1:40988,127.0.0.1:9090,tcp,SF,BENIGN,0,0.000258,20.0,44.0,64.0,5.0,5.0,10.0,6.4,0.3077,0.4545,-0.3692,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,2.4,1.0,5.0,0.1739,0.0,18357.0,305.95,10.0,0.0,5.0,0.0,2.4,1.0,0.0,1249.3261,46.0,0.3873,0.0801,0.2068,647.5512,18357.0
141,exp_benign_periodic_007,BENIGN,data/experiments/BENIGN/exp_benign_periodic_007,C8LPTj2BC0G54TuPQc,1788341428.630847,127.0.0.1:53048,127.0.0.1:8080,tcp,SF,BENIGN,0,0.00066,116.0,229.0,345.0,6.0,6.0,12.0,28.75,0.3353,0.4615,-0.3266,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,2.8,1.0,5.0,0.1404,0.0,18769.0,312.8167,10.0,0.0,5.0,0.0,2.8,1.0,0.0,1030.4386,57.0,0.3614,0.0892,0.2467,599.1913,18769.0
142,exp_benign_periodic_007,BENIGN,data/experiments/BENIGN/exp_benign_periodic_007,CEjaLp4RSeUf1VNiwg,1788341427.828761,127.0.0.1:41072,127.0.0.1:9090,tcp,SF,BENIGN,0,0.000291,20.0,44.0,64.0,6.0,4.0,10.0,6.4,0.3077,0.5455,-0.3692,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,2.7,1.0,5.0,0.1481,0.0,18517.0,308.6167,10.0,0.0,5.0,0.0,2.7,1.0,0.0,1073.7222,54.0,0.3667,0.0885,0.2415,612.6455,18517.0
143,exp_benign_periodic_007,BENIGN,data/experiments/BENIGN/exp_benign_periodic_007,CrrIqp1D4pso7AO1v5,1788341428.079407,127.0.0.1:41074,127.0.0.1:9090,tcp,SF,BENIGN,0,0.00018,20.0,44.0,64.0,5.0,5.0,10.0,6.4,0.3077,0.4545,-0.3692,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,2.8,1.0,5.0,0.1455,0.0,18537.0,308.95,10.0,0.0,5.0,0.0,2.8,1.0,0.0,1055.3636,55.0,0.3646,0.0891,0.2444,608.5816,18537.0
144,exp_ddos_syn_001,DDOS,data/experiments/DDOS/exp_ddos_syn_001,CEYkuq4Malr6L0gHP,1788288494.180017,127.0.0.1:1910,127.0.0.1:9091,tcp,REJ,DDOS,1,1.1e-05,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.3333,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,14.8,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,1.0,0.0,0.0,148.0,0.0109,0.0289,2.6547,0.0,0.0
145,exp_ddos_syn_001,DDOS,data/experiments/DDOS/exp_ddos_syn_001,CUm6El1fA9D9tOdz3l,1788288494.1749,127.0.0.1:1909,127.0.0.1:9091,tcp,REJ,DDOS,1,1.3e-05,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.3333,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,14.7,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,1.0,0.0,0.0,147.0,0.0109,0.029,2.6538,0.0,0.0
146,exp_ddos_syn_001,DDOS,data/experiments/DDOS/exp_ddos_syn_001,CHDYoiA1QAxO8W8bl,1788288494.164732,127.0.0.1:1907,127.0.0.1:9091,tcp,REJ,DDOS,1,8e-06,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.3333,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,14.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,1.0,0.0,0.0,145.0,0.011,0.0292,2.6517,0.0,0.0
147,exp_ddos_syn_001,DDOS,data/experiments/DDOS/exp_ddos_syn_001,CMzVQF4osYEFyg6rPe,1788288494.159675,127.0.0.1:1906,127.0.0.1:9091,tcp,REJ,DDOS,1,1.3e-05,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.3333,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,14.4,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,1.0,0.0,0.0,144.0,0.011,0.0293,2.6506,0.0,0.0
148,exp_ddos_syn_001,DDOS,data/experiments/DDOS/exp_ddos_syn_001,CkQMNW3n0wtAO5QL3k,1788288494.154555,127.0.0.1:1905,127.0.0.1:9091,tcp,REJ,DDOS,1,1e-05,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.3333,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,14.3,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,1.0,0.0,0.0,143.0,0.0111,0.0294,2.6495,0.0,0.0
149,exp_ddos_syn_001,DDOS,data/experiments/DDOS/exp_ddos_syn_001,CxQlQD2rI4bGUpcAh,1788288494.18511,127.0.0.1:1911,127.0.0.1:9091,tcp,REJ,DDOS,1,1.2e-05,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.3333,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,14.9,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,1.0,0.0,0.0,149.0,0.0108,0.0288,2.6556,0.0,0.0
150,exp_ddos_syn_001,DDOS,data/experiments/DDOS/exp_ddos_syn_001,C0DEJB2t2pH1697Ol,1788288494.149445,127.0.0.1:1904,127.0.0.1:9091,tcp,REJ,DDOS,1,1.1e-05,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.3333,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,14.2,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,1.0,0.0,0.0,142.0,0.0111,0.0295,2.6484,0.0,0.0
151,exp_ddos_syn_001,DDOS,data/experiments/DDOS/exp_ddos_syn_001,CTiGJb3rGYPGIhrc9,1788288494.13389,127.0.0.1:1901,127.0.0.1:9091,tcp,REJ,DDOS,1,1.3e-05,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.3333,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,13.9,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,1.0,0.0,0.0,139.0,0.0113,0.0298,2.6451,0.0,0.0
152,exp_ddos_syn_001,DDOS,data/experiments/DDOS/exp_ddos_syn_001,CM9oIH2XAK2Ix7mXz1,1788288494.128704,127.0.0.1:1900,127.0.0.1:9091,tcp,REJ,DDOS,1,1e-05,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.3333,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,13.8,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,1.0,0.0,0.0,138.0,0.0113,0.0299,2.6439,0.0,0.0
153,exp_ddos_syn_001,DDOS,data/experiments/DDOS/exp_ddos_syn_001,CrMZaF2BS2YMnq4sv6,1788288494.123637,127.0.0.1:1899,127.0.0.1:9091,tcp,REJ,DDOS,1,7e-06,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.3333,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,13.7,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,1.0,0.0,0.0,137.0,0.0113,0.03,2.6425,0.0,0.0
154,exp_ddos_syn_001,DDOS,data/experiments/DDOS/exp_ddos_syn_001,CurjWM3NqxFOKBkuil,1788288494.113425,127.0.0.1:1897,127.0.0.1:9091,tcp,REJ,DDOS,1,5e-06,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.3333,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,13.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,1.0,0.0,0.0,135.0,0.0114,0.0302,2.6396,0.0,0.0
155,exp_ddos_syn_001,DDOS,data/experiments/DDOS/exp_ddos_syn_001,Cype3V3iPXL3NUXDS6,1788288494.103263,127.0.0.1:1895,127.0.0.1:9091,tcp,REJ,DDOS,1,1e-05,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.3333,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,13.3,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,1.0,0.0,0.0,133.0,0.0115,0.0304,2.6365,0.0,0.0
